Gene Name,Resistance Group,Set Effect,Effect,Resistance Profile,PID Threshold,Coverage Threshold,Source
qnrB9_1_EF526508 ,qnrB9_1_EF526508 ,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
qnrB10_1_DQ631414 ,qnrB10_1_DQ631414 ,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
qnrB10_2_HM439644 ,qnrB10_2_HM439644 ,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
qnrB11_1_EF653270 ,qnrB11_1_EF653270 ,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
qnrB12_2_AM774474 ,qnrB12_2_AM774474 ,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
qnrB13_1_EU273755 ,qnrB13_1_EU273755 ,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
qnrB14_1_EU273757 ,qnrB14_1_EU273757 ,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
qnrB15_1_EU302865 ,qnrB15_1_EU302865 ,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
qnrB16_1_EU136183 ,qnrB16_1_EU136183 ,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
qnrB17_1_JN173051 ,qnrB17_1_JN173051 ,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
qnrB17_2_AM919398 ,qnrB17_2_AM919398 ,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
qnrB18_1_AM919399 ,qnrB18_1_AM919399 ,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
qnrB19_1_EU432277 ,qnrB19_1_EU432277 ,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
qnrB20_1_AB379831 ,qnrB20_1_AB379831 ,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
qnrB21_1_FJ611948 ,qnrB21_1_FJ611948 ,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
qnrB22_1_FJ981621 ,qnrB22_1_FJ981621 ,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
qnrB23_1_FJ981622 ,qnrB23_1_FJ981622 ,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
qnrB24_1_HM192542 ,qnrB24_1_HM192542 ,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
qnrB25_1_HQ172108 ,qnrB25_1_HQ172108 ,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
qnrB26_1_HQ386846 ,qnrB26_1_HQ386846 ,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
qnrB27_1_HM439641 ,qnrB27_1_HM439641 ,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
qnrB28_1_HM439643 ,qnrB28_1_HM439643 ,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
qnrB29_1_HM439649 ,qnrB29_1_HM439649 ,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
qnrB30_1_HM439650 ,qnrB30_1_HM439650 ,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
qnrB31_1_HQ418999 ,qnrB31_1_HQ418999 ,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
qnrB32_2_JN173054 ,qnrB32_2_JN173054 ,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
qnrB33_1_JN173055 ,qnrB33_1_JN173055 ,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
qnrB34_1_JN173056 ,qnrB34_1_JN173056 ,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
qnrB35_1_JN173057 ,qnrB35_1_JN173057 ,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
qnrB36_1_JN173058 ,qnrB36_1_JN173058 ,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
qnrB37_1_JN173059 ,qnrB37_1_JN173059 ,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
qnrB38_1_JN173060 ,qnrB38_1_JN173060 ,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
qnrB39_1_ABWL02000005 ,qnrB39_1_ABWL02000005 ,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
qnrB40_1_JN166689 ,qnrB40_1_JN166689 ,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
qnrB41_1_JN166690 ,qnrB41_1_JN166690 ,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
qnrB42_1_JN680743 ,qnrB42_1_JN680743 ,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
qnrB43_1_JQ349151 ,qnrB43_1_JQ349151 ,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
qnrB44_1_JQ349153 ,qnrB44_1_JQ349153 ,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
qnrB45_1_JQ349152 ,qnrB45_1_JQ349152 ,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
qnrB46_1_JQ349154 ,qnrB46_1_JQ349154 ,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
qnrB47_1_JQ349155 ,qnrB47_1_JQ349155 ,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
qnrB48_1_JQ762640 ,qnrB48_1_JQ762640 ,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
qnrB49_1_JQ582718 ,qnrB49_1_JQ582718 ,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
qnrB50_1_JX440357 ,qnrB50_1_JX440357 ,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
qnrB51_1_JX440358 ,qnrB51_1_JX440358 ,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
qnrB52_1_EF488762 ,qnrB52_1_EF488762 ,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
qnrB53_1_HQ704413 ,qnrB53_1_HQ704413 ,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
qnrB54_1_HE820727 ,qnrB54_1_HE820727 ,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
qnrB55_1_KF730650 ,qnrB55_1_KF730650 ,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
qnrB56_1_JX259317 ,qnrB56_1_JX259317 ,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
qnrB57_1_JX259318 ,qnrB57_1_JX259318 ,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
qnrB58_1_JX259319 ,qnrB58_1_JX259319 ,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
qnrB59_1_JX259320 ,qnrB59_1_JX259320 ,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
qnrB60_1_AB734055 ,qnrB60_1_AB734055 ,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
qnrB61_1_AB734053 ,qnrB61_1_AB734053 ,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
qnrB62_1_JX987101 ,qnrB62_1_JX987101 ,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
qnrB64_1_KC580653 ,qnrB64_1_KC580653 ,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
qnrB65_1_KC580654 ,qnrB65_1_KC580654 ,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
qnrB66_1_KC580655 ,qnrB66_1_KC580655 ,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
qnrB67_1_KC580656 ,qnrB67_1_KC580656 ,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
qnrB68_1_KC580657 ,qnrB68_1_KC580657 ,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
qnrB69_1_KC580658 ,qnrB69_1_KC580658 ,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
qnrB70_1_KC580659 ,qnrB70_1_KC580659 ,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
qnrB71_1_KC580660 ,qnrB71_1_KC580660 ,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
qnrB72_1_KC741443 ,qnrB72_1_KC741443 ,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
qnrB73_1_KF443075 ,qnrB73_1_KF443075 ,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
qnrB74_1_KJ415247 ,qnrB74_1_KJ415247 ,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
qnrB75_1_KP207591 ,qnrB75_1_KP207591 ,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
qnrB76_1_KM985469 ,qnrB76_1_KM985469 ,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
qnrB77_1_KM985470 ,qnrB77_1_KM985470 ,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
qnrB78_1_KM985471 ,qnrB78_1_KM985471 ,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
qnrB80_1_KM985473 ,qnrB80_1_KM985473 ,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
qnrB81_1_KX372671 ,qnrB81_1_KX372671 ,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
qnrB82_1_KX372672 ,qnrB82_1_KX372672 ,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
qnrVC1_1_EU436855 ,qnrVC1_1_EU436855 ,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
qnrVC3_1_HM015626 ,qnrVC3_1_HM015626 ,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
qnrVC4_1_GQ891757 ,qnrVC4_1_GQ891757 ,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
qnrVC5_1_JN408080 ,qnrVC5_1_JN408080 ,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
qnrVC6_1_KC202804 ,qnrVC6_1_KC202804 ,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
qnrVC7_1_KM555152 ,qnrVC7_1_KM555152 ,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
qnrC_1_EU917444 ,qnrC_1_EU917444 ,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
qnrD1_1_FJ228229 ,qnrD1_1_FJ228229 ,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
qnrD2_1_KF055448 ,qnrD2_1_KF055448 ,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
qnrD3_1_KX130945 ,qnrD3_1_KX130945 ,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
qnrS1_1_AB187515 ,qnrS1_1_AB187515 ,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
qnrS2_1_DQ485530 ,qnrS2_1_DQ485530 ,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
qnrS3_1_EU077611 ,qnrS3_1_EU077611 ,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
qnrS4_1_FJ418153 ,qnrS4_1_FJ418153 ,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
qnrS5_1_HQ631377 ,qnrS5_1_HQ631377 ,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
qnrS6_1_HQ631376 ,qnrS6_1_HQ631376 ,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
qnrS7_1_KF730651 ,qnrS7_1_KF730651 ,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
qnrS8_1_KF730652 ,qnrS8_1_KF730652 ,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
qnrS9_1_KF732714 ,qnrS9_1_KF732714 ,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
qepA_1_FJ167861 ,qepA_1_FJ167861 ,RESISTANT,RESISTANCE,"Quinolone",95.0,0.4,ResFinder
qepA1_1_AB263754 ,qepA1_1_AB263754 ,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
qepA2_1_EU847537 ,qepA2_1_EU847537 ,RESISTANT,RESISTANCE,"Quinolone",95.0,0.4,ResFinder
qepA3_1_JQ064560 ,qepA3_1_JQ064560 ,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
qepA4_1_KX580704 ,qepA4_1_KX580704 ,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
aac(6')-Ib-cr_1_DQ303918 ,aac(6')-Ib-cr_1_DQ303918 ,RESISTANT,RESISTANCE,"Fluoroquinoloneaminoglycoside",95.0,0.4,ResFinder
aac(6')-Ib-cr_2_EF636461 ,aac(6')-Ib-cr_2_EF636461 ,RESISTANT,RESISTANCE,"Fluoroquinoloneaminoglycoside",95.0,0.4,ResFinder
oqxA_1_EU370913 ,oqxA_1_EU370913 ,RESISTANT,RESISTANCE,"Quinolone",95.0,0.4,ResFinder
oqxB_1_EU370913 ,oqxB_1_EU370913 ,RESISTANT,RESISTANCE,"Quinolone",95.0,0.4,ResFinder
qnrE1_1_KY073238 ,qnrE1_1_KY073238 ,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
crpP_1_HM560971,crpP_1_HM560971,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
fusB_1_AM292600 ,fusB_1_AM292600 ,RESISTANT,RESISTANCE,"Fusidicacid",95.0,0.4,ResFinder
fusB_3_JF777505 ,fusB_3_JF777505 ,RESISTANT,RESISTANCE,"Fusidicacid",95.0,0.4,ResFinder
VanHAX_1_FJ866609,VanHAX_1_FJ866609,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
VanHAX_2_M97297,VanHAX_2_M97297,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
VanHAX_PT_1_DQ018710,VanHAX_PT_1_DQ018710,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
VanHAX_PA_1_DQ018711,VanHAX_PA_1_DQ018711,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
VanHAX_PT_2_AY926880,VanHAX_PT_2_AY926880,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
VanH_bc_1_Y15705,VanH_bc_1_Y15705,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
VanA_bc_1_Y15704,VanA_bc_1_Y15704,RESISTANT,RESISTANCE,"Vancomycin(Glycopeptid)",95.0,0.4,ResFinder
VanX_bc_1_Y15708,VanX_bc_1_Y15708,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
dldHA2X_1_AL939117,dldHA2X_1_AL939117,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
VanHBX_1_AF192329,VanHBX_1_AF192329,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
VanHBX_2_U35369,VanHBX_2_U35369,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
VanC1XY_1_AF162694,VanC1XY_1_AF162694,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
VanXY_C2_1_AY033089,VanXY_C2_1_AY033089,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
VanC2_1_L29638,VanC2_1_L29638,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
VanC3XY_1_AY033764,VanC3XY_1_AY033764,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
VanC1XY_2_DQ022190,VanC1XY_2_DQ022190,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
VanC2XY_1_EU151754,VanC2XY_1_EU151754,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
VanC4XY_1_EU151752,VanC4XY_1_EU151752,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
VanC4XY_2_EU151753,VanC4XY_2_EU151753,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
VanC2XY_2_EU151755,VanC2XY_2_EU151755,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
VanC4XY_3_EU151756,VanC4XY_3_EU151756,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
VanC2XY_3_EU151757,VanC2XY_3_EU151757,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
VanC2XY_4_EU151758,VanC2XY_4_EU151758,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
VanC3XY_2_EU151759,VanC3XY_2_EU151759,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
VanC2XY_5_EU151760,VanC2XY_5_EU151760,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
VanHDX_6_DQ172830,VanHDX_6_DQ172830,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
VanHDX_7_AB242319,VanHDX_7_AB242319,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
VanHDX_3_AF175293,VanHDX_3_AF175293,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
VanHDX_4_AY082011,VanHDX_4_AY082011,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
VanHDX_5_AY489045,VanHDX_5_AY489045,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
VanHDX_1_AF130997,VanHDX_1_AF130997,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
VanHDX_2_EU999036,VanHDX_2_EU999036,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
VanHFX_1_AF155139,VanHFX_1_AF155139,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
VanE_1_AF136925,VanE_1_AF136925,RESISTANT,RESISTANCE,"Vancomycin(Glycopeptid)",95.0,0.4,ResFinder
VanEXY_1_FJ872411,VanEXY_1_FJ872411,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
VanGXY_1_AY271782,VanGXY_1_AY271782,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
VanG2XY_1_FJ872410,VanG2XY_1_FJ872410,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
VanLXY_1_EU250284,VanLXY_1_EU250284,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
VanHMX_1_FJ349556,VanHMX_1_FJ349556,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
VanNXY_1_JF802084,VanNXY_1_JF802084,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
VanHOX_1_KF478993,VanHOX_1_KF478993,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
vanXmurFvanWI_1_CP001336,vanXmurFvanWI_1_CP001336,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
vanXmurFvanKWI_1_NZAGAF01000127,vanXmurFvanKWI_1_NZAGAF01000127,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
vanXmurFvanKWI_2_AP008230,vanXmurFvanKWI_2_AP008230,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
ARR-2_1_HQ141279 ,ARR-2_1_HQ141279 ,RESISTANT,RESISTANCE,"Rifampicin",95.0,0.4,ResFinder
ARR-3_1_JF806499 ,ARR-3_1_JF806499 ,RESISTANT,RESISTANCE,"Rifampicin",95.0,0.4,ResFinder
ARR-3_4_FM207631 ,ARR-3_4_FM207631 ,RESISTANT,RESISTANCE,"Rifampicin",95.0,0.4,ResFinder
ARR-4_1_EF660562 ,ARR-4_1_EF660562 ,RESISTANT,RESISTANCE,"Rifampicin",95.0,0.4,ResFinder
ARR-5_1_EF660563 ,ARR-5_1_EF660563 ,RESISTANT,RESISTANCE,"Rifampicin",95.0,0.4,ResFinder
ARR-6_1_FM955585 ,ARR-6_1_FM955585 ,RESISTANT,RESISTANCE,"Rifampicin",95.0,0.4,ResFinder
ARR-6_2_FM897214 ,ARR-6_2_FM897214 ,RESISTANT,RESISTANCE,"Rifampicin",95.0,0.4,ResFinder
ARR-6_3_JF922883 ,ARR-6_3_JF922883 ,RESISTANT,RESISTANCE,"Rifampicin",95.0,0.4,ResFinder
ARR-7_1_FN397623 ,ARR-7_1_FN397623 ,RESISTANT,RESISTANCE,"Rifampicin",95.0,0.4,ResFinder
dfrA19_1_EU855687,dfrA19_1_EU855687,RESISTANT,RESISTANCE,"",95.0,0.4,ResFinder
dfrA27_1_FJ459817 ,dfrA27_1_FJ459817 ,RESISTANT,RESISTANCE,"Trimethoprim",95.0,0.4,ResFinder
dfrA31_1_AB200915 ,dfrA31_1_AB200915 ,RESISTANT,RESISTANCE,"Trimethoprim",95.0,0.4,ResFinder
dfrA30_1_AM997279 ,dfrA30_1_AM997279 ,RESISTANT,RESISTANCE,"Trimethoprim",95.0,0.4,ResFinder
dfrK_1_FN377602 ,dfrK_1_FN377602 ,RESISTANT,RESISTANCE,"Trimethoprim",95.0,0.4,ResFinder
dfrA23_1_AJ746361 ,dfrA23_1_AJ746361 ,RESISTANT,RESISTANCE,"Trimethoprim",95.0,0.4,ResFinder
dfrA17_1_FJ460238 ,dfrA17_1_FJ460238 ,RESISTANT,RESISTANCE,"Trimethoprim",95.0,0.4,ResFinder
dfrB2_1_J01773,dfrB2_1_J01773,RESISTANT,RESISTANCE,"Trimethoprim",95.0,0.4,ResFinder
dfrA14_5_DQ388123 ,dfrA14_5_DQ388123 ,RESISTANT,RESISTANCE,"Trimethoprim",95.0,0.4,ResFinder
dfrA25_1_DQ267940 ,dfrA25_1_DQ267940 ,RESISTANT,RESISTANCE,"Trimethoprim",95.0,0.4,ResFinder
dfrA10_1_L06418 ,dfrA10_1_L06418 ,RESISTANT,RESISTANCE,"Trimethoprim",95.0,0.4,ResFinder
dfrK_2_FN677369 ,dfrK_2_FN677369 ,RESISTANT,RESISTANCE,"Trimethoprim",95.0,0.4,ResFinder
dfrB1_1_U36276 ,dfrB1_1_U36276 ,RESISTANT,RESISTANCE,"Trimethoprim",95.0,0.4,ResFinder
dfrK_3_FN812951 ,dfrK_3_FN812951 ,RESISTANT,RESISTANCE,"Trimethoprim",95.0,0.4,ResFinder
dfrB4_1_AJ429132,dfrB4_1_AJ429132,RESISTANT,RESISTANCE,"Trimethoprim",95.0,0.4,ResFinder
dfrB3_2_FM877478 ,dfrB3_2_FM877478 ,RESISTANT,RESISTANCE,"Trimethoprim",95.0,0.4,ResFinder
dfrA28_2_FM877476 ,dfrA28_2_FM877476 ,RESISTANT,RESISTANCE,"Trimethoprim",95.0,0.4,ResFinder
dfrA21_1_AY552589,dfrA21_1_AY552589,RESISTANT,RESISTANCE,"Trimethoprim",95.0,0.4,ResFinder
dfrA26_1_AM403715 ,dfrA26_1_AM403715 ,RESISTANT,RESISTANCE,"Trimethoprim",95.0,0.4,ResFinder
dfrA15_4_AJ867237 ,dfrA15_4_AJ867237 ,RESISTANT,RESISTANCE,"Trimethoprim",95.0,0.4,ResFinder
dfrA13_1_Z50802 ,dfrA13_1_Z50802 ,RESISTANT,RESISTANCE,"Trimethoprim",95.0,0.4,ResFinder
dfrG_1_AB205645 ,dfrG_1_AB205645 ,RESISTANT,RESISTANCE,"Trimethoprim",95.0,0.4,ResFinder
dfrA6_1_Z86002 ,dfrA6_1_Z86002 ,RESISTANT,RESISTANCE,"Trimethoprim",95.0,0.4,ResFinder
dfrA20_1_AJ605332 ,dfrA20_1_AJ605332 ,RESISTANT,RESISTANCE,"Trimethoprim",95.0,0.4,ResFinder
dfrA3_1_J03306 ,dfrA3_1_J03306 ,RESISTANT,RESISTANCE,"Trimethoprim",95.0,0.4,ResFinder
dfrA5_1_X12868 ,dfrA5_1_X12868 ,RESISTANT,RESISTANCE,"Trimethoprim",95.0,0.4,ResFinder
dfrA8_1_U10186 ,dfrA8_1_U10186 ,RESISTANT,RESISTANCE,"Trimethoprim",95.0,0.4,ResFinder
dfrA9_1_X57730 ,dfrA9_1_X57730 ,RESISTANT,RESISTANCE,"Trimethoprim",95.0,0.4,ResFinder
dfrA14_2_Z50805 ,dfrA14_2_Z50805 ,RESISTANT,RESISTANCE,"Trimethoprim",95.0,0.4,ResFinder
dfrA16_1_AF077008 ,dfrA16_1_AF077008 ,RESISTANT,RESISTANCE,"Trimethoprim",95.0,0.4,ResFinder
dfrA18_1_AJ310778 ,dfrA18_1_AJ310778 ,RESISTANT,RESISTANCE,"Trimethoprim",95.0,0.4,ResFinder
dfrA24_1_AJ972619 ,dfrA24_1_AJ972619 ,RESISTANT,RESISTANCE,"Trimethoprim",95.0,0.4,ResFinder
dfrA32_1_GU067642 ,dfrA32_1_GU067642 ,RESISTANT,RESISTANCE,"Trimethoprim",95.0,0.4,ResFinder
dfrA33_1_FM957884 ,dfrA33_1_FM957884 ,RESISTANT,RESISTANCE,"Trimethoprim",95.0,0.4,ResFinder
dfrB3_1_X72585 ,dfrB3_1_X72585 ,RESISTANT,RESISTANCE,"Trimethoprim",95.0,0.4,ResFinder
dfrB5_1_AY943084 ,dfrB5_1_AY943084 ,RESISTANT,RESISTANCE,"Trimethoprim",95.0,0.4,ResFinder
dfrB6_1_DQ274503 ,dfrB6_1_DQ274503 ,RESISTANT,RESISTANCE,"Trimethoprim",95.0,0.4,ResFinder
dfrB7_1_DQ993182 ,dfrB7_1_DQ993182 ,RESISTANT,RESISTANCE,"Trimethoprim",95.0,0.4,ResFinder
dfrB8_1_GU295656 ,dfrB8_1_GU295656 ,RESISTANT,RESISTANCE,"Trimethoprim",95.0,0.4,ResFinder
dfrA1_1_FJ591049,dfrA1_1_FJ591049,RESISTANT,RESISTANCE,"Trimethoprim",95.0,0.4,ResFinder
dfrA1_2_HM055363,dfrA1_2_HM055363,RESISTANT,RESISTANCE,"Trimethoprim",95.0,0.4,ResFinder
dfrA1_3_GU726913,dfrA1_3_GU726913,RESISTANT,RESISTANCE,"Trimethoprim",95.0,0.4,ResFinder
dfrA1_4_AB188271,dfrA1_4_AB188271,RESISTANT,RESISTANCE,"Trimethoprim",95.0,0.4,ResFinder
dfrA1_5_EU089668,dfrA1_5_EU089668,RESISTANT,RESISTANCE,"Trimethoprim",95.0,0.4,ResFinder
dfrA1_6_FJ215857,dfrA1_6_FJ215857,RESISTANT,RESISTANCE,"Trimethoprim",95.0,0.4,ResFinder
dfrA1_7_AJ400733,dfrA1_7_AJ400733,RESISTANT,RESISTANCE,"Trimethoprim",95.0,0.4,ResFinder
dfrA1_8_X00926,dfrA1_8_X00926,RESISTANT,RESISTANCE,"Trimethoprim",95.0,0.4,ResFinder
dfrA1_9_AJ238350,dfrA1_9_AJ238350,RESISTANT,RESISTANCE,"Trimethoprim",95.0,0.4,ResFinder
dfrA1_10_AF203818,dfrA1_10_AF203818,RESISTANT,RESISTANCE,"Trimethoprim",95.0,0.4,ResFinder
dfrA1_11_AJ419168,dfrA1_11_AJ419168,RESISTANT,RESISTANCE,"Trimethoprim",95.0,0.4,ResFinder
dfrA1_12_AY141977,dfrA1_12_AY141977,RESISTANT,RESISTANCE,"Trimethoprim",95.0,0.4,ResFinder
dfrA1_13_DQ018382,dfrA1_13_DQ018382,RESISTANT,RESISTANCE,"Trimethoprim",95.0,0.4,ResFinder
dfrA1_14_AB199789,dfrA1_14_AB199789,RESISTANT,RESISTANCE,"Trimethoprim",95.0,0.4,ResFinder
dfrA1_15_FM207631,dfrA1_15_FM207631,RESISTANT,RESISTANCE,"Trimethoprim",95.0,0.4,ResFinder
dfrA1_16_FJ001872,dfrA1_16_FJ001872,RESISTANT,RESISTANCE,"Trimethoprim",95.0,0.4,ResFinder
dfrA1_17_FJ489928,dfrA1_17_FJ489928,RESISTANT,RESISTANCE,"Trimethoprim",95.0,0.4,ResFinder
dfrA12_1_FJ763641,dfrA12_1_FJ763641,RESISTANT,RESISTANCE,"Trimethoprim",95.0,0.4,ResFinder
dfrA12_2_KJ546436,dfrA12_2_KJ546436,RESISTANT,RESISTANCE,"Trimethoprim",95.0,0.4,ResFinder
dfrA12_3_KJ568502,dfrA12_3_KJ568502,RESISTANT,RESISTANCE,"Trimethoprim",95.0,0.4,ResFinder
dfrA12_4_EU650399,dfrA12_4_EU650399,RESISTANT,RESISTANCE,"Trimethoprim",95.0,0.4,ResFinder
dfrA12_5_FR875302,dfrA12_5_FR875302,RESISTANT,RESISTANCE,"Trimethoprim",95.0,0.4,ResFinder
