"Gene","Name","Resistance","Group","Set","Effect","Effect","Resistance","Profile","PID","Threshold","Coverage","Threshold","Source"
"blaOXA423",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaOXA424",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaOXA425",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaOXA426",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaOXA429",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaOXA430",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaOXA431",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaOXA432",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaOXA433",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaOXA435",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaOXA439",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaOXA440",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaOXA481",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaOXA482",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaOXA483",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaOXA484",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaOXA239",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaOXA241",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaOXA242",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaIMP11",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaIMP20",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaIMP21",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaIMP24",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaIMP30",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaIMP31",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaIMP3",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaIMP43",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaIMP44",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaIMP45",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaIMP48",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaIMP49",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaIMP51",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaIMP52",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaIMP7",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaKPC12",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaKPC13",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaKPC14",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaKPC15",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaKPC16",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaKPC17",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaKPC18",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaKPC19",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaKPC22",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaKPC24",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaKPC2",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaGES18",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaGES19",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaGES20",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaGES21",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaGES22",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaGES23",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaGES24",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaGES26",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaVIM39",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaVIM40",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaVIM41",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaVIM42",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaVIM43",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaVIM44",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaVIM45",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaVIM46",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaVIM47",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaVIM49",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaVIM50",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaVIM51",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaKPC21",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaKPC25",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaKPC26",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaOXA387_NG",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaOXA400_NG",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaOXA401_NG",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaOXA402_NG",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaOXA403_NG",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaOXA404_NG",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaOXA406_NG",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaOXA407_NG",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaOXA408_NG",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaOXA409_NG",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaOXA411_NG",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaOXA412_NG",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaOXA413_NG",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaOXA414_NG",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaOXA416_NG",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaOXA480_NG",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaOXA436_NG",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaOXA438_NG",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaOXA441_NG",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaOXA442_NG",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaOXA497_NG",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaOXA505_NG",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaOXA507_NG",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaOXA508_NG",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaOXA509_NG",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaOXA512_NG",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaOXA516_NG",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaOXA234_NG",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaOXA252_NG",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaOXA521_NG",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaOXA121_NG",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaOXA122_NG",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaOXA123_NG",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaOXA124_NG",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaOXA125_NG",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaOXA126_NG",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaOXA127_NG",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaOXA336_NG",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaOXA337_NG",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaOXA339_NG",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaOXA340_NG",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaOXA341_NG",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaOXA342_NG",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaOXA343_NG",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaOXA344_NG",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaOXA345_NG",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaOXA346_NG",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaOXA532_NG",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaOXA531_NG",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaOXA530_NG",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaOXA529_NG",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaOXA528_NG",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaOXA527_NG",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaOXA525_NG",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaOXA524_NG",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaOXA523_NG",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaOXA511_NG",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaOXA510_NG",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaOXA467",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaOXA514",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaOXA515",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaOXA260",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaOXA103",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaIMP23",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaIMP54",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaIMP55",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaIMP56",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaIMP58",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaIMP53",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaGES25",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaGES27",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaGES28",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaGES29",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaGES30",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaGES31",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"blaLMB_1",,"RESISTANT","RESISTANCE","IPM,MEM,ETP",80,80,,,,,,,
"Mcr1",,"RESISTANT","RESISTANCE","CST",80,80,,,,,,,
"Mcr2",,"RESISTANT","RESISTANCE","CST",80,80,,,,,,,
"Mcr3",,"RESISTANT","RESISTANCE","CST",80,80,,,,,,,
"Mcr4",,"RESISTANT","RESISTANCE","CST",80,80,,,,,,,
"Mcr1-2",,"RESISTANT","RESISTANCE","CST",80,80,,,,,,,
"Mcr1_Mcr1-3",,"RESISTANT","RESISTANCE","CST",80,80,,,,,,,
"Mcr1_Mcr1-4",,"RESISTANT","RESISTANCE","CST",80,80,,,,,,,
"Mcr1_Mcr1-5",,"RESISTANT","RESISTANCE","CST",80,80,,,,,,,
"Mcr1_Mcr1-6",,"RESISTANT","RESISTANCE","CST",80,80,,,,,,,
"Mcr1_Mcr1-7",,"RESISTANT","RESISTANCE","CST",80,80,,,,,,,
"Mcr-5_1",,"RESISTANT","RESISTANCE","CST",80,80,,,,,,,
"Mcr-5.2_1",,"RESISTANT","RESISTANCE","CST",80,80,,,,,,,
"Mcr-6.1_1",,"RESISTANT","RESISTANCE","CST",80,80,,,,,,,
"Mcr-7.1_1",,"RESISTANT","RESISTANCE","CST",80,80,,,,,,,
"Mcr-8_1",,"RESISTANT","RESISTANCE","CST",80,80,,,,,,,
"blaCTX-M-142_1",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaVEB-2_1",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaVEB-1_1",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaCTX-M-60_1",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaCTX-M-67_1",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaCTX-M-147_1",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaCTX-M-34_1",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaCTX-M-13_2",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaCTX-M-123_1",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaCTX-M-124_1",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaCTX-M-136_1",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaCTX-M-92_1",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaCTX-M-12_1",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaCTX-M-1_6",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaCTX-M-91_1",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaCTX-M-26_1",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaCTX-M-64_1",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaCTX-M-101_1",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaSHV12_1",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaCTX-M-43_1",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaCTX-M-24_1",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaCTX-M-51_1",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaTEM124_1",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaCTX-M-31_1",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaCTX-M-15_70",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaCTX-M-121_1",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaCTX-M-100_1",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaCTX-M-17_2",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaCTX-M-25_1",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaCTX-M-125_1",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaCTX-M-16_1",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaCTX-M-98_1",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaCTX-M-69_1",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaCTX-M-48_1",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaCTX-M-94_1",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaCTX-M-77_1",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaCTX-M-126_1",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaCTX-M-83_1",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaCTX-M-134_1",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaSHV41_1",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaCTX-M-40_1",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaCTX-M-54_1",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaCTX-M-86_1",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaCTX-M-14_5",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaCTX-M-33_1",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaSHV31_1",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaCTX-M-19_1",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaCTX-M-27_1",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaVEB-7_1",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaCTX-M-105_1",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaCTX-M-15_64",,"RESISTANT","RESISTANCE","FEP,FOX,CRO,CAZ",100,90,,,,,,,
"blaCTX-M-52_1",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaCTX-M-9_1",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaCTX-M-66_1",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaCTX-M-32_2",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaCTX-M-55_2",,"RESISTANT","RESISTANCE","FEP,FOX,CAZ,CRO",100,90,,,,,,,
"blaVEB-4_1",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaCTX-M-111_1",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaCTX-M-1_4",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaCTX-M-82_1",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaCTX-M-131_1",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaCTX-M-90_1",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaCTX-M-22_3",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaCTX-M-39_1",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaCTX-M-130_1",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaCTX-M-129_1",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaCTX-M-139_1",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaCTX-M-58_1",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaVEB-8_1",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaCTX-M-28_6",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaCTX-M-5_8",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaCTX-M-24_2",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaCTX-M-50_1",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaCTX-M-72_1",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaCTX-M-78_1",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaCTX-M-59_1",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaCTX-M-96_1",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaCTX-M-113_1",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaCTX-M-62_1",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaVEB-3_1",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaCTX-M-36_1",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaCTX-M-37_2",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaCTX-M-132_1",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaCTX-M-116_1",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaCTX-M-61_1",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaCTX-M-49_1",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaVEB-1_3",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaCTX-M-68_1",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaCTX-M-87_1",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaCTX-M-65_2",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaCTX-M-29_1",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaCTX-M-103_1",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaCTX-M-24_8",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaCTX-M-46_1",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaCTX-M-99_1",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaPER-1_1",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaCTX-M-5_6",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaCTX-M-93_1",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaCTX-M-97_1",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaCTX-M-112_1",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaVEB-6_1",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaCTX-M-11_1",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaCTX-M-38_1",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaCTX-M-14_1",,"RESISTANT","RESISTANCE","CAZ,CFO,FEP,FOX",100,90,,,,,,,
"blaCTX-M-74_1",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaCTX-M-79_1",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaCTX-M-65_11",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaCTX-M-76_1",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
